user_id,order_id,product_id,order_date,return_date,return_reason,image_uploaded,return_message_sentiment,user_return_count,return_approval_time,return_outcome,is_abuse,return_message_sentiment_norm,user_return_count_norm
U00118,O001329,P00975,2023-07-19,2023-07-31,accidental purchase,1,-0.48,4,0,manual review,0,0.26,0.4444444444444444
U00881,O001330,P01739,2023-07-18,2023-07-29,size issue,1,0.33,0,4,approved,0,0.665,0.0
U00606,O001331,P03286,2023-07-15,2023-07-26,poor quality,1,0.13,4,6,approved,0,0.565,0.4444444444444444
U00504,O001332,P00758,2023-11-10,2023-11-19,not satisfied with the product,1,-0.35,2,8,manual review,0,0.325,0.2222222222222222
U00998,O001333,P03096,2023-03-18,2023-03-25,defective product,0,-0.16,2,8,approved,0,0.42,0.2222222222222222
U00947,O001334,P00321,2023-01-19,2023-01-26,product not as described,1,-0.2,0,9,approved,0,0.4,0.0
U00574,O001335,P02322,2023-03-03,2023-03-08,received late,1,0.43,1,7,approved,0,0.715,0.1111111111111111
U00441,O001336,P00556,2023-11-23,2023-11-30,duplicate order,1,-0.04,3,10,approved,0,0.48,0.3333333333333333
U00194,O001337,P04940,2023-10-08,2023-10-12,changed mind,1,-0.79,3,1,rejected,1,0.10499999999999998,0.3333333333333333
U00847,O001338,P01387,2023-09-07,2023-09-12,size issue,0,-0.22,2,0,approved,0,0.39,0.2222222222222222
U00715,O001339,P04764,2023-08-15,2023-08-27,defective product,1,-0.39,0,2,manual review,0,0.305,0.0
U00392,O001340,P03048,2023-05-07,2023-05-08,duplicate order,1,-0.74,4,0,rejected,1,0.13,0.4444444444444444
U00026,O001341,P02428,2023-02-27,2023-03-10,poor quality,1,-0.38,1,0,manual review,0,0.31,0.1111111111111111
U00435,O001342,P02005,2023-07-23,2023-07-27,received late,0,-1.0,4,7,rejected,1,0.0,0.4444444444444444
U00173,O001343,P01931,2023-08-31,2023-09-03,product not as described,1,-0.47,2,2,manual review,0,0.265,0.2222222222222222
U00300,O001344,P04842,2023-11-28,2023-11-30,item damaged during delivery,0,0.1,0,1,approved,0,0.55,0.0
U00645,O001345,P04771,2023-11-22,2023-11-24,product not as described,1,0.23,2,11,approved,0,0.615,0.2222222222222222
U00326,O001346,P02164,2023-09-09,2023-09-17,wrong item delivered,1,0.25,3,5,approved,0,0.625,0.3333333333333333
U00410,O001347,P03868,2023-11-18,2023-11-19,incorrect quantity,0,0.48,0,0,approved,0,0.74,0.0
U00118,O001348,P02427,2023-07-18,2023-07-26,received late,1,0.59,3,11,approved,0,0.7949999999999999,0.3333333333333333
U00836,O001349,P03794,2023-12-09,2023-12-18,unwanted gift,1,-0.51,2,1,manual review,0,0.245,0.2222222222222222
U00787,O001350,P02514,2023-08-28,2023-09-03,accidental purchase,1,-0.69,2,3,manual review,0,0.15500000000000003,0.2222222222222222
U00724,O001351,P03804,2023-05-19,2023-05-20,duplicate order,1,0.02,1,6,approved,0,0.51,0.1111111111111111
U00225,O001352,P02328,2023-05-02,2023-05-12,wrong color,1,0.27,5,1,approved,0,0.635,0.5555555555555556
U00532,O001353,P00618,2023-02-18,2023-03-02,missing accessories,1,-0.42,2,3,manual review,0,0.29000000000000004,0.2222222222222222
U00113,O001354,P02166,2023-10-31,2023-11-07,not satisfied with the product,1,0.13,0,3,approved,0,0.565,0.0
U00140,O001355,P03309,2023-04-25,2023-04-30,wrong item delivered,1,0.91,4,7,approved,0,0.9550000000000001,0.4444444444444444
U00559,O001356,P00993,2023-12-09,2023-12-18,item damaged during delivery,0,-0.67,2,14,manual review,0,0.16499999999999998,0.2222222222222222
U00001,O001357,P01378,2023-09-08,2023-09-15,unwanted gift,1,0.0,6,6,approved,0,0.5,0.6666666666666666
U00090,O001358,P04382,2023-01-07,2023-01-12,received late,1,0.52,2,6,approved,0,0.76,0.2222222222222222
U00654,O001359,P03175,2023-08-07,2023-08-20,defective product,1,-0.1,2,8,approved,0,0.45,0.2222222222222222
U00320,O001360,P04783,2023-03-18,2023-03-20,received late,1,0.21,4,2,approved,0,0.605,0.4444444444444444
U00550,O001361,P01306,2023-06-28,2023-07-12,accidental purchase,1,0.46,0,2,approved,0,0.73,0.0
U00805,O001362,P04834,2023-05-25,2023-05-29,received late,0,-0.15,2,9,approved,0,0.425,0.2222222222222222
U00894,O001363,P03079,2023-06-03,2023-06-05,not satisfied with the product,0,-0.53,1,8,manual review,0,0.235,0.1111111111111111
U00139,O001364,P02687,2023-05-01,2023-05-10,duplicate order,1,-0.05,1,11,approved,0,0.475,0.1111111111111111
U00511,O001365,P02984,2023-05-04,2023-05-06,incorrect quantity,1,-0.55,1,1,manual review,0,0.22499999999999998,0.1111111111111111
U00868,O001366,P02524,2023-05-30,2023-06-01,not satisfied with the product,1,-0.28,4,2,approved,0,0.36,0.4444444444444444
U00845,O001367,P03583,2023-09-25,2023-09-27,received late,0,0.22,3,11,approved,0,0.61,0.3333333333333333
U00259,O001368,P01486,2023-11-23,2023-11-24,received late,1,0.09,1,8,approved,0,0.545,0.1111111111111111
U00673,O001369,P02101,2023-01-01,2023-01-10,not satisfied with the product,1,0.5,1,9,approved,0,0.75,0.1111111111111111
U00902,O001370,P04582,2023-06-10,2023-06-18,poor quality,1,0.12,3,5,approved,0,0.56,0.3333333333333333
U00690,O001371,P03716,2023-09-01,2023-09-03,item damaged during delivery,1,-0.39,2,4,manual review,0,0.305,0.2222222222222222
U00010,O001372,P02002,2023-09-08,2023-09-10,unwanted gift,1,-0.5,1,8,manual review,0,0.25,0.1111111111111111
U00261,O001373,P01388,2023-03-05,2023-03-10,missing accessories,0,0.31,1,6,approved,0,0.655,0.1111111111111111
U00919,O001374,P03184,2023-10-26,2023-11-07,item damaged during delivery,1,0.12,3,13,approved,0,0.56,0.3333333333333333
U00650,O001375,P01031,2023-09-05,2023-09-18,changed mind,1,-0.1,2,1,approved,0,0.45,0.2222222222222222
U00172,O001376,P01766,2023-10-24,2023-11-07,unwanted gift,1,0.17,2,11,approved,0,0.585,0.2222222222222222
U00898,O001377,P04764,2023-04-25,2023-05-07,unwanted gift,1,-0.35,1,9,manual review,0,0.325,0.1111111111111111
U00013,O001378,P01221,2023-10-22,2023-11-05,duplicate order,1,-1.0,5,8,rejected,1,0.0,0.5555555555555556
U00168,O001379,P04931,2023-01-01,2023-01-05,not satisfied with the product,0,0.52,4,10,approved,0,0.76,0.4444444444444444
U00642,O001380,P04972,2023-02-10,2023-02-12,changed mind,1,0.32,1,14,approved,0,0.66,0.1111111111111111
U00596,O001381,P03807,2023-06-22,2023-06-30,not satisfied with the product,1,-0.04,2,5,approved,0,0.48,0.2222222222222222
U00321,O001382,P02415,2023-03-29,2023-04-06,poor quality,0,-0.45,3,13,manual review,0,0.275,0.3333333333333333
U00319,O001383,P04346,2023-04-08,2023-04-21,wrong item delivered,1,-0.11,6,2,approved,0,0.445,0.6666666666666666
U00613,O001384,P01619,2023-03-29,2023-04-02,wrong color,1,-0.86,2,0,rejected,1,0.07,0.2222222222222222
U00329,O001385,P01264,2023-09-08,2023-09-22,accidental purchase,1,0.06,2,3,approved,0,0.53,0.2222222222222222
U00785,O001386,P00872,2023-12-01,2023-12-05,missing accessories,0,-0.97,4,10,rejected,1,0.015000000000000013,0.4444444444444444
U00777,O001387,P00835,2023-05-21,2023-05-30,accidental purchase,1,0.05,2,12,approved,0,0.525,0.2222222222222222
U00971,O001388,P02823,2023-03-12,2023-03-16,poor quality,1,-0.35,2,7,manual review,0,0.325,0.2222222222222222
U00911,O001389,P00919,2023-05-17,2023-05-27,duplicate order,1,-0.07,4,4,approved,0,0.46499999999999997,0.4444444444444444
U00920,O001390,P01725,2023-04-09,2023-04-20,size issue,1,-0.57,1,4,manual review,0,0.21500000000000002,0.1111111111111111
U00550,O001391,P02414,2023-05-31,2023-06-09,missing accessories,0,0.75,3,1,approved,0,0.875,0.3333333333333333
U00419,O001392,P01314,2023-06-24,2023-06-27,incorrect quantity,1,0.18,1,3,approved,0,0.59,0.1111111111111111
U00606,O001393,P04499,2023-06-16,2023-06-18,incorrect quantity,0,-0.34,0,3,manual review,0,0.32999999999999996,0.0
U00095,O001394,P02106,2023-12-09,2023-12-20,wrong color,1,-0.09,1,10,approved,0,0.455,0.1111111111111111
U00817,O001395,P02569,2023-09-14,2023-09-22,not satisfied with the product,1,0.8,4,8,approved,0,0.9,0.4444444444444444
U00581,O001396,P01139,2023-08-12,2023-08-24,missing accessories,0,-0.47,5,6,manual review,0,0.265,0.5555555555555556
U00318,O001397,P00210,2023-11-26,2023-11-29,poor quality,1,-0.56,2,12,manual review,0,0.21999999999999997,0.2222222222222222
U00956,O001398,P01065,2023-03-06,2023-03-19,wrong item delivered,1,-0.58,3,13,manual review,0,0.21000000000000002,0.3333333333333333
U00236,O001399,P04912,2023-03-10,2023-03-12,defective product,1,-0.34,1,6,manual review,0,0.32999999999999996,0.1111111111111111
U00946,O001400,P02221,2023-03-08,2023-03-21,received late,1,0.75,1,12,approved,0,0.875,0.1111111111111111
U00334,O001401,P00234,2023-02-19,2023-03-02,product not as described,1,-0.28,1,8,approved,0,0.36,0.1111111111111111
U00885,O001402,P00793,2023-11-10,2023-11-18,product not as described,0,-0.21,1,8,approved,0,0.395,0.1111111111111111
U00376,O001403,P03111,2023-11-05,2023-11-13,accidental purchase,0,0.1,0,4,approved,0,0.55,0.0
U00459,O001404,P02167,2023-04-01,2023-04-06,received late,0,-0.02,2,0,approved,0,0.49,0.2222222222222222
U00137,O001405,P00335,2023-04-25,2023-05-04,defective product,0,0.48,2,1,approved,0,0.74,0.2222222222222222
U00930,O001406,P01360,2023-02-26,2023-03-09,not satisfied with the product,1,0.41,2,10,approved,0,0.705,0.2222222222222222
U00588,O001407,P01215,2023-12-08,2023-12-14,size issue,1,0.16,1,13,approved,0,0.58,0.1111111111111111
U00995,O001408,P04420,2023-01-18,2023-01-23,incorrect quantity,1,-0.11,2,7,approved,0,0.445,0.2222222222222222
U00547,O001409,P00284,2023-09-29,2023-10-11,accidental purchase,0,0.48,0,5,approved,0,0.74,0.0
U00513,O001410,P00213,2023-05-10,2023-05-13,not satisfied with the product,1,-0.39,2,14,manual review,0,0.305,0.2222222222222222
U00296,O001411,P01659,2023-09-26,2023-10-03,missing accessories,1,-0.43,2,9,manual review,0,0.28500000000000003,0.2222222222222222
U00320,O001412,P04079,2023-03-21,2023-04-04,incorrect quantity,1,-0.2,2,7,approved,0,0.4,0.2222222222222222
U00918,O001413,P04848,2023-10-26,2023-11-04,changed mind,1,0.58,2,12,approved,0,0.79,0.2222222222222222
U00572,O001414,P01418,2023-11-06,2023-11-10,item damaged during delivery,1,-0.42,2,2,manual review,0,0.29000000000000004,0.2222222222222222
U00832,O001415,P02387,2023-07-21,2023-08-01,product not as described,1,-0.3,1,2,approved,0,0.35,0.1111111111111111
U00349,O001416,P01795,2023-08-13,2023-08-20,accidental purchase,0,0.09,0,5,approved,0,0.545,0.0
U00840,O001417,P00105,2023-06-08,2023-06-20,product not as described,1,-0.03,0,10,approved,0,0.485,0.0
U00779,O001418,P04866,2023-07-23,2023-07-26,poor quality,0,-0.19,1,3,approved,0,0.405,0.1111111111111111
U00873,O001419,P03894,2023-05-17,2023-05-28,size issue,1,0.23,1,3,approved,0,0.615,0.1111111111111111
U00229,O001420,P03846,2023-03-14,2023-03-16,size issue,0,-0.24,2,10,approved,0,0.38,0.2222222222222222
U00270,O001421,P03691,2023-02-17,2023-03-02,changed mind,1,0.53,2,3,approved,0,0.765,0.2222222222222222
U00828,O001422,P03293,2023-01-18,2023-01-29,duplicate order,0,0.12,3,1,approved,0,0.56,0.3333333333333333
U00798,O001423,P00379,2023-09-24,2023-09-25,size issue,1,0.51,1,6,approved,0,0.755,0.1111111111111111
U00291,O001424,P03294,2023-12-06,2023-12-12,missing accessories,1,-0.4,2,4,manual review,0,0.3,0.2222222222222222
U00725,O001425,P03330,2023-01-19,2023-01-24,poor quality,0,-0.07,1,13,approved,0,0.46499999999999997,0.1111111111111111
U00165,O001426,P04809,2023-04-10,2023-04-12,unwanted gift,1,-0.95,4,4,rejected,1,0.025000000000000022,0.4444444444444444
U00005,O001427,P03439,2023-04-26,2023-05-09,unwanted gift,1,0.67,1,13,approved,0,0.835,0.1111111111111111
U00851,O001428,P00225,2023-12-12,2023-12-25,wrong item delivered,1,1.0,0,6,approved,0,1.0,0.0
U00379,O001429,P00738,2023-03-15,2023-03-18,accidental purchase,1,-0.14,0,4,approved,0,0.43,0.0
U00078,O001430,P00236,2023-10-07,2023-10-16,missing accessories,1,0.19,2,0,approved,0,0.595,0.2222222222222222
U00410,O001431,P04279,2023-09-26,2023-09-29,received late,1,0.06,1,1,approved,0,0.53,0.1111111111111111
U00574,O001432,P00712,2023-05-05,2023-05-12,item damaged during delivery,1,-0.65,2,13,manual review,0,0.175,0.2222222222222222
U00132,O001433,P01889,2023-04-26,2023-04-27,wrong item delivered,1,0.62,2,4,approved,0,0.81,0.2222222222222222
U00601,O001434,P04719,2023-06-23,2023-06-30,missing accessories,0,-0.14,1,12,approved,0,0.43,0.1111111111111111
U00749,O001435,P01260,2023-06-30,2023-07-09,received late,1,-1.0,3,12,rejected,1,0.0,0.3333333333333333
U00042,O001436,P00749,2023-08-14,2023-08-26,incorrect quantity,1,-0.36,0,6,manual review,0,0.32,0.0
U00089,O001437,P03987,2023-06-06,2023-06-17,product not as described,1,-0.7,1,12,manual review,0,0.15000000000000002,0.1111111111111111
U00402,O001438,P03552,2023-06-13,2023-06-21,incorrect quantity,1,0.06,1,11,approved,0,0.53,0.1111111111111111
U00296,O001439,P00510,2023-03-12,2023-03-19,wrong color,1,0.06,4,14,approved,0,0.53,0.4444444444444444
U00840,O001440,P01824,2023-08-10,2023-08-20,product not as described,1,0.59,3,11,approved,0,0.7949999999999999,0.3333333333333333
U00295,O001441,P04881,2023-05-06,2023-05-20,product not as described,0,0.91,0,9,approved,0,0.9550000000000001,0.0
U00616,O001442,P02942,2023-05-25,2023-06-02,changed mind,0,0.96,3,1,approved,0,0.98,0.3333333333333333
U00526,O001443,P04233,2023-06-25,2023-07-08,poor quality,1,-0.51,2,7,manual review,0,0.245,0.2222222222222222
U00800,O001444,P02135,2023-06-01,2023-06-05,not satisfied with the product,1,0.31,1,12,approved,0,0.655,0.1111111111111111
U00691,O001445,P01778,2023-07-01,2023-07-03,unwanted gift,1,0.4,0,12,approved,0,0.7,0.0
U00637,O001446,P01223,2023-12-13,2023-12-27,accidental purchase,0,-0.26,5,4,approved,0,0.37,0.5555555555555556
U00422,O001447,P03668,2023-03-26,2023-04-09,unwanted gift,0,0.14,2,8,approved,0,0.5700000000000001,0.2222222222222222
U00865,O001448,P01778,2023-12-30,2024-01-10,changed mind,1,0.2,2,5,approved,0,0.6,0.2222222222222222
U00023,O001449,P01305,2023-05-01,2023-05-10,size issue,1,-0.24,1,2,approved,0,0.38,0.1111111111111111
U00575,O001450,P04860,2023-05-09,2023-05-12,size issue,1,0.64,3,13,approved,0,0.8200000000000001,0.3333333333333333
U00143,O001451,P00702,2023-01-06,2023-01-20,size issue,1,0.12,2,11,approved,0,0.56,0.2222222222222222
U00993,O001452,P02990,2023-11-30,2023-12-11,poor quality,1,-0.09,1,12,approved,0,0.455,0.1111111111111111
U00665,O001453,P00152,2023-07-02,2023-07-06,changed mind,1,-0.61,2,13,manual review,0,0.195,0.2222222222222222
U00145,O001454,P01326,2023-02-07,2023-02-14,changed mind,1,0.58,2,5,approved,0,0.79,0.2222222222222222
U00225,O001455,P01302,2023-04-26,2023-04-28,wrong item delivered,1,0.04,2,8,approved,0,0.52,0.2222222222222222
U00503,O001456,P03723,2023-04-12,2023-04-26,changed mind,1,0.04,0,0,approved,0,0.52,0.0
U00962,O001457,P01712,2023-01-08,2023-01-16,received late,0,-0.42,3,14,manual review,0,0.29000000000000004,0.3333333333333333
U00974,O001458,P00807,2023-08-06,2023-08-18,size issue,1,0.45,3,0,approved,0,0.725,0.3333333333333333
U00821,O001459,P04331,2023-07-26,2023-08-05,changed mind,1,-0.57,2,7,manual review,0,0.21500000000000002,0.2222222222222222
U00616,O001460,P02723,2023-03-19,2023-03-27,item damaged during delivery,0,-1.0,2,11,rejected,1,0.0,0.2222222222222222
U00104,O001461,P04657,2023-02-24,2023-03-08,poor quality,1,-0.35,5,13,manual review,0,0.325,0.5555555555555556
U00947,O001462,P01326,2023-10-31,2023-11-05,unwanted gift,1,0.17,1,6,approved,0,0.585,0.1111111111111111
U00039,O001463,P04134,2023-08-16,2023-08-25,accidental purchase,1,0.17,1,10,approved,0,0.585,0.1111111111111111
U00947,O001464,P01160,2023-03-29,2023-04-06,size issue,1,0.07,5,12,approved,0,0.535,0.5555555555555556
U00198,O001465,P02870,2023-01-10,2023-01-11,duplicate order,1,-0.09,1,12,approved,0,0.455,0.1111111111111111
U00646,O001466,P04517,2023-11-04,2023-11-13,incorrect quantity,0,0.08,1,10,approved,0,0.54,0.1111111111111111
U00579,O001467,P01243,2023-10-17,2023-10-30,received late,1,1.0,4,11,approved,0,1.0,0.4444444444444444
U00391,O001468,P00348,2023-06-13,2023-06-27,duplicate order,1,0.12,0,0,approved,0,0.56,0.0
U00179,O001469,P01832,2023-08-27,2023-09-10,size issue,0,-0.21,2,7,approved,0,0.395,0.2222222222222222
U00968,O001470,P01570,2023-11-13,2023-11-18,incorrect quantity,1,-0.05,2,4,approved,0,0.475,0.2222222222222222
U00554,O001471,P03936,2023-05-24,2023-06-02,item damaged during delivery,1,-0.1,4,8,approved,0,0.45,0.4444444444444444
U00448,O001472,P01919,2023-12-01,2023-12-10,wrong item delivered,1,0.03,1,2,approved,0,0.515,0.1111111111111111
U00500,O001473,P03233,2023-01-18,2023-01-28,poor quality,1,-0.46,4,12,manual review,0,0.27,0.4444444444444444
U00015,O001474,P03759,2023-03-12,2023-03-22,unwanted gift,1,0.4,0,4,approved,0,0.7,0.0
U00623,O001475,P02356,2023-06-24,2023-06-27,accidental purchase,0,0.15,0,12,approved,0,0.575,0.0
U00669,O001476,P01398,2023-12-08,2023-12-16,accidental purchase,1,-0.39,2,6,manual review,0,0.305,0.2222222222222222
U00289,O001477,P02781,2023-10-15,2023-10-22,not satisfied with the product,1,0.51,3,9,approved,0,0.755,0.3333333333333333
U00478,O001478,P01825,2023-10-26,2023-11-02,size issue,0,-0.95,4,10,rejected,1,0.025000000000000022,0.4444444444444444
U00231,O001479,P02492,2023-12-05,2023-12-17,changed mind,1,1.0,4,7,approved,0,1.0,0.4444444444444444
U00923,O001480,P04061,2023-09-05,2023-09-15,unwanted gift,1,0.94,2,2,approved,0,0.97,0.2222222222222222
U00420,O001481,P00405,2023-07-12,2023-07-14,wrong item delivered,0,0.86,2,0,approved,0,0.9299999999999999,0.2222222222222222
U00157,O001482,P01722,2023-11-21,2023-11-23,item damaged during delivery,0,-0.25,1,14,approved,0,0.375,0.1111111111111111
U00550,O001483,P02826,2023-11-02,2023-11-04,poor quality,1,0.12,1,11,approved,0,0.56,0.1111111111111111
U00441,O001484,P03846,2023-09-25,2023-10-08,size issue,0,-0.31,2,12,manual review,0,0.345,0.2222222222222222
U00097,O001485,P04211,2023-07-23,2023-08-03,changed mind,1,0.22,6,12,approved,0,0.61,0.6666666666666666
U00997,O001486,P03193,2023-12-07,2023-12-09,wrong color,0,0.01,2,5,approved,0,0.505,0.2222222222222222
U00411,O001487,P00065,2023-05-03,2023-05-17,size issue,0,-0.23,3,4,approved,0,0.385,0.3333333333333333
U00951,O001488,P01300,2023-02-27,2023-03-03,wrong item delivered,1,-0.24,1,10,approved,0,0.38,0.1111111111111111
U00289,O001489,P04921,2023-12-05,2023-12-12,poor quality,1,0.04,3,4,approved,0,0.52,0.3333333333333333
U00254,O001490,P01416,2023-07-20,2023-07-22,received late,1,1.0,1,10,approved,0,1.0,0.1111111111111111
U00196,O001491,P03594,2023-04-22,2023-04-27,size issue,0,0.65,1,11,approved,0,0.825,0.1111111111111111
U00598,O001492,P00969,2023-05-08,2023-05-22,incorrect quantity,0,0.04,2,11,approved,0,0.52,0.2222222222222222
U00834,O001493,P00369,2023-02-05,2023-02-12,changed mind,1,-0.09,3,10,approved,0,0.455,0.3333333333333333
U00522,O001494,P00233,2023-08-22,2023-08-31,wrong color,0,0.31,1,14,approved,0,0.655,0.1111111111111111
U00517,O001495,P02243,2023-11-06,2023-11-14,item damaged during delivery,0,-0.31,4,12,manual review,0,0.345,0.4444444444444444
U00635,O001496,P03084,2023-02-16,2023-02-25,defective product,0,-0.11,4,5,approved,0,0.445,0.4444444444444444
U00842,O001497,P00921,2023-04-25,2023-05-02,wrong color,0,-0.98,3,13,rejected,1,0.010000000000000009,0.3333333333333333
U00865,O001498,P00689,2023-09-12,2023-09-15,defective product,1,0.05,2,2,approved,0,0.525,0.2222222222222222
U00118,O001499,P04273,2023-08-11,2023-08-12,defective product,1,0.06,0,12,approved,0,0.53,0.0
U00806,O001500,P01470,2023-05-04,2023-05-14,item damaged during delivery,0,-0.27,2,4,approved,0,0.365,0.2222222222222222
U00909,O001501,P04726,2023-06-09,2023-06-16,changed mind,0,0.23,3,14,approved,0,0.615,0.3333333333333333
U00159,O001502,P04260,2023-04-06,2023-04-19,wrong item delivered,1,0.06,3,9,approved,0,0.53,0.3333333333333333
U00815,O001503,P03623,2023-04-17,2023-04-28,wrong item delivered,1,-0.27,0,10,approved,0,0.365,0.0
U00228,O001504,P02101,2023-04-30,2023-05-06,poor quality,0,0.41,1,0,approved,0,0.705,0.1111111111111111
U00877,O001505,P02266,2023-04-11,2023-04-13,product not as described,0,-0.09,2,7,approved,0,0.455,0.2222222222222222
U00216,O001506,P03790,2023-04-13,2023-04-14,defective product,1,-0.52,1,8,manual review,0,0.24,0.1111111111111111
U00948,O001507,P00824,2023-06-15,2023-06-27,accidental purchase,1,-0.88,0,3,rejected,1,0.06,0.0
U00696,O001508,P03432,2023-07-05,2023-07-15,product not as described,0,0.72,2,4,approved,0,0.86,0.2222222222222222
U00015,O001509,P04152,2023-02-01,2023-02-05,missing accessories,0,0.06,3,6,approved,0,0.53,0.3333333333333333
U00157,O001510,P04214,2023-03-07,2023-03-21,defective product,0,0.04,7,12,rejected,0,0.52,0.7777777777777778
U00648,O001511,P00798,2023-06-28,2023-07-02,accidental purchase,0,-0.02,2,9,approved,0,0.49,0.2222222222222222
U00261,O001512,P00780,2023-09-24,2023-09-30,wrong item delivered,1,0.61,2,4,approved,0,0.8049999999999999,0.2222222222222222
U00157,O001513,P02851,2023-02-06,2023-02-17,incorrect quantity,0,0.07,1,3,approved,0,0.535,0.1111111111111111
U00047,O001514,P02893,2023-07-20,2023-07-25,accidental purchase,0,0.77,2,7,approved,0,0.885,0.2222222222222222
U00324,O001515,P01894,2023-12-24,2024-01-02,incorrect quantity,1,0.07,2,10,approved,0,0.535,0.2222222222222222
U00844,O001516,P03307,2023-02-18,2023-02-26,product not as described,0,-1.0,3,10,rejected,1,0.0,0.3333333333333333
U00685,O001517,P02903,2023-10-02,2023-10-11,received late,0,0.63,1,14,approved,0,0.815,0.1111111111111111
U00130,O001518,P04804,2023-06-17,2023-06-27,size issue,0,0.16,2,11,approved,0,0.58,0.2222222222222222
U00411,O001519,P03719,2023-09-20,2023-09-27,duplicate order,1,-0.25,1,5,approved,0,0.375,0.1111111111111111
U00095,O001520,P00022,2023-05-13,2023-05-22,not satisfied with the product,1,-0.13,3,1,approved,0,0.435,0.3333333333333333
U00627,O001521,P01501,2023-10-25,2023-10-28,defective product,1,-0.15,1,10,approved,0,0.425,0.1111111111111111
U00755,O001522,P00843,2023-12-10,2023-12-19,wrong item delivered,1,-0.62,1,3,manual review,0,0.19,0.1111111111111111
U00932,O001523,P01761,2023-06-25,2023-06-27,poor quality,1,0.44,2,12,approved,0,0.72,0.2222222222222222
U00292,O001524,P03642,2023-01-11,2023-01-20,wrong color,1,-0.22,4,2,approved,0,0.39,0.4444444444444444
U00794,O001525,P00192,2023-07-20,2023-08-02,defective product,1,-0.43,2,11,manual review,0,0.28500000000000003,0.2222222222222222
U00811,O001526,P00396,2023-10-24,2023-10-30,changed mind,0,1.0,4,1,approved,0,1.0,0.4444444444444444
U00283,O001527,P04663,2023-01-03,2023-01-07,not satisfied with the product,1,-0.58,4,14,manual review,1,0.21000000000000002,0.4444444444444444
U00069,O001528,P04327,2023-08-02,2023-08-14,product not as described,1,-0.04,3,5,approved,0,0.48,0.3333333333333333
U00660,O001529,P00874,2023-10-23,2023-11-06,wrong item delivered,1,-1.0,3,10,rejected,1,0.0,0.3333333333333333
U00011,O001530,P02622,2023-11-03,2023-11-15,item damaged during delivery,1,0.63,1,14,approved,0,0.815,0.1111111111111111
U00254,O001531,P04336,2023-02-01,2023-02-14,item damaged during delivery,0,-0.14,0,9,approved,0,0.43,0.0
U00842,O001532,P00090,2023-02-17,2023-02-28,accidental purchase,1,0.41,1,0,approved,0,0.705,0.1111111111111111
U00872,O001533,P02280,2023-11-23,2023-11-25,poor quality,1,-0.47,4,9,manual review,0,0.265,0.4444444444444444
U00550,O001534,P00457,2023-09-09,2023-09-22,size issue,1,-0.81,1,3,rejected,1,0.09499999999999997,0.1111111111111111
U00134,O001535,P02281,2023-07-18,2023-07-28,unwanted gift,1,-0.37,2,7,manual review,0,0.315,0.2222222222222222
U00712,O001536,P04450,2023-03-30,2023-04-02,wrong item delivered,1,0.67,1,4,approved,0,0.835,0.1111111111111111
U00023,O001537,P01005,2023-04-19,2023-04-24,incorrect quantity,1,0.29,4,2,approved,0,0.645,0.4444444444444444
U00815,O001538,P04535,2023-10-18,2023-10-27,item damaged during delivery,1,-0.81,3,1,rejected,1,0.09499999999999997,0.3333333333333333
U00346,O001539,P00345,2023-04-18,2023-04-25,size issue,1,-1.0,4,10,rejected,1,0.0,0.4444444444444444
U00302,O001540,P02712,2023-02-09,2023-02-20,defective product,0,-0.16,6,10,rejected,0,0.42,0.6666666666666666
U00363,O001541,P04753,2023-02-21,2023-03-05,wrong color,1,0.55,1,5,approved,0,0.775,0.1111111111111111
U00396,O001542,P02463,2023-04-22,2023-05-05,defective product,1,-0.38,2,11,manual review,0,0.31,0.2222222222222222
U00218,O001543,P01117,2023-10-22,2023-11-02,duplicate order,1,0.54,3,3,approved,0,0.77,0.3333333333333333
U00141,O001544,P00626,2023-03-09,2023-03-12,product not as described,1,0.06,0,6,approved,0,0.53,0.0
U00616,O001545,P04380,2023-07-08,2023-07-21,accidental purchase,1,0.88,3,7,approved,0,0.94,0.3333333333333333
U00958,O001546,P01980,2023-11-28,2023-12-02,defective product,1,-0.34,2,14,manual review,0,0.32999999999999996,0.2222222222222222
U00210,O001547,P03995,2023-07-28,2023-08-11,received late,1,-0.03,4,8,approved,0,0.485,0.4444444444444444
U00985,O001548,P01679,2023-03-06,2023-03-18,changed mind,1,-0.33,4,12,manual review,0,0.33499999999999996,0.4444444444444444
U00993,O001549,P00223,2023-03-03,2023-03-14,duplicate order,1,0.49,2,6,approved,0,0.745,0.2222222222222222
U00623,O001550,P00744,2023-09-15,2023-09-17,wrong color,1,0.3,2,8,approved,0,0.65,0.2222222222222222
U00616,O001551,P00463,2023-05-14,2023-05-28,wrong item delivered,0,-0.85,1,3,rejected,1,0.07500000000000001,0.1111111111111111
U00828,O001552,P01569,2023-05-02,2023-05-10,changed mind,1,0.35,0,0,approved,0,0.675,0.0
U00683,O001553,P03348,2023-11-27,2023-12-03,poor quality,1,-0.74,0,6,rejected,1,0.13,0.0
U00460,O001554,P01737,2023-06-20,2023-06-23,accidental purchase,0,-0.46,0,1,manual review,0,0.27,0.0
U00356,O001555,P04040,2023-07-29,2023-08-11,unwanted gift,1,0.37,0,13,approved,0,0.685,0.0
U00324,O001556,P03952,2023-10-23,2023-10-28,wrong item delivered,1,-0.63,1,14,manual review,0,0.185,0.1111111111111111
